From	To
ENSP00000402674	BHMG1_HUMAN
ENSP00000362942	PHAR4_HUMAN
ENSP00000481646	RS10_HUMAN
ENSP00000276241	CT55_HUMAN
ENSP00000394183	C2AIL_HUMAN
ENSP00000294724	GDE_HUMAN
ENSP00000399938	FWCH1_HUMAN
ENSP00000313490	PUR4_HUMAN
ENSP00000262753	POF1B_HUMAN
ENSP00000304286	FOXI1_HUMAN
ENSP00000369702	LHPL2_HUMAN
ENSP00000355736	TC1D3_HUMAN
ENSP00000377582	KR412_HUMAN
ENSP00000378181	BRD7_HUMAN
ENSP00000319739	RCN2_HUMAN
ENSP00000324204	MTURN_HUMAN
ENSP00000355510	WDR64_HUMAN
ENSP00000305469	OR1S2_HUMAN
ENSP00000393557	S4A4_HUMAN
ENSP00000316909	VGLU3_HUMAN
ENSP00000273062	CTDS1_HUMAN
ENSP00000257904	CDK4_HUMAN
ENSP00000256951	EMP1_HUMAN
ENSP00000311977	DUS3L_HUMAN
ENSP00000215794	UBP18_HUMAN
ENSP00000261890	RB11A_HUMAN
ENSP00000295736	S4A7_HUMAN
ENSP00000274217	OTULL_HUMAN
ENSP00000381581	PLSL_HUMAN
ENSP00000250160	WISP1_HUMAN
ENSP00000311833	G6PT3_HUMAN
ENSP00000306920	BGAL_HUMAN
ENSP00000374490	DYH17_HUMAN
ENSP00000411409	ZN598_HUMAN
ENSP00000321812	ZN776_HUMAN
ENSP00000376384	AGRA1_HUMAN
ENSP00000355053	ZSC20_HUMAN
ENSP00000265806	A0A0R4J2E2_HUMAN
ENSP00000465638	TM100_HUMAN
ENSP00000362181	NCTR2_HUMAN
ENSP00000343398	TMPPE_HUMAN
ENSP00000358064	RPRD2_HUMAN
ENSP00000319126	DB112_HUMAN
ENSP00000259939	R144B_HUMAN
ENSP00000355566	TOM20_HUMAN
ENSP00000484479	IFNA5_HUMAN
ENSP00000460547	ZFP90_HUMAN
ENSP00000343204	JAK1_HUMAN
ENSP00000339030	ZFP91_HUMAN
ENSP00000265077	CSPG2_HUMAN
ENSP00000287878	AAKG2_HUMAN
ENSP00000299866	TV23A_HUMAN
ENSP00000362390	TBX22_HUMAN
ENSP00000400482	CKLF3_HUMAN
ENSP00000257818	RBTN2_HUMAN
ENSP00000287169	ZDHC5_HUMAN
ENSP00000263710	CLAP1_HUMAN
ENSP00000359848	GPI8_HUMAN
ENSP00000333934	TRM11_HUMAN
ENSP00000383873	A0A1C7CYW7_HUMAN
ENSP00000375150	KRA96_HUMAN
ENSP00000479716	DJC28_HUMAN
ENSP00000360262	FGGY_HUMAN
ENSP00000336587	CDR2L_HUMAN
ENSP00000485258	A0A096LNW4_HUMAN
ENSP00000349785	MLP3C_HUMAN
ENSP00000397908	LPIN1_HUMAN
ENSP00000308292	F170B_HUMAN
ENSP00000429986	ENY2_HUMAN
ENSP00000373404	RM02_HUMAN
ENSP00000317691	RPP25_HUMAN
ENSP00000315379	PRPF3_HUMAN
ENSP00000484841	H31_HUMAN
ENSP00000295453	PPBN_HUMAN
ENSP00000328182	CLN8_HUMAN
ENSP00000251921	NXPE1_HUMAN
ENSP00000405841	B4DGP2_HUMAN
ENSP00000384273	TF65_HUMAN
ENSP00000438400	CLD24_HUMAN
ENSP00000356275	CSRP1_HUMAN
ENSP00000364855	MSH5_HUMAN
ENSP00000316518	OR9A2_HUMAN
ENSP00000370420	VCX3B_HUMAN
ENSP00000306261	K2C78_HUMAN
ENSP00000371858	NOP2_HUMAN
ENSP00000334300	ACL7A_HUMAN
ENSP00000352846	ZN808_HUMAN
ENSP00000303909	ABR_HUMAN
ENSP00000310788	OR5J2_HUMAN
ENSP00000365692	PIM2_HUMAN
ENSP00000308179	WDR3_HUMAN
ENSP00000484056	ZCHC3_HUMAN
ENSP00000305255	STX8_HUMAN
ENSP00000361883	CAP1_HUMAN
ENSP00000281871	MZT2B_HUMAN
ENSP00000287777	KLH40_HUMAN
ENSP00000366135	EXOSX_HUMAN
ENSP00000478982	RPP38_HUMAN
ENSP00000279068	LS14B_HUMAN
ENSP00000483110	TKNK_HUMAN
ENSP00000401535	H7C1Q1_HUMAN
ENSP00000447091	NCLX_HUMAN
ENSP00000355837	CAN8_HUMAN
ENSP00000483239	OR4M2_HUMAN
ENSP00000346015	RL27A_HUMAN
ENSP00000363976	DMA_HUMAN
ENSP00000473929	FXYD3_HUMAN
ENSP00000349708	ZMYM6_HUMAN
ENSP00000443654	TB10C_HUMAN
ENSP00000346175	SETB2_HUMAN
ENSP00000362103	PO3F1_HUMAN
ENSP00000349298	MYLIP_HUMAN
ENSP00000437775	BCORL_HUMAN
ENSP00000331682	KLH22_HUMAN
ENSP00000362105	UTP11_HUMAN
ENSP00000381768	CAD23_HUMAN
ENSP00000436424	OR4DA_HUMAN
ENSP00000425587	EXOC3_HUMAN
ENSP00000342098	SPIT1_HUMAN
ENSP00000377823	NDRG4_HUMAN
ENSP00000327344	IGIP_HUMAN
ENSP00000289228	ACTY_HUMAN
ENSP00000372295	CXB2_HUMAN
ENSP00000296149	ELP6_HUMAN
ENSP00000381008	MUC16_HUMAN
ENSP00000338093	SYTC2_HUMAN
ENSP00000272452	ST1C4_HUMAN
ENSP00000471417	AKD1B_HUMAN
ENSP00000265022	DGKG_HUMAN
ENSP00000337675	RCAS1_HUMAN
ENSP00000264233	DPOLQ_HUMAN
ENSP00000376827	MKS1_HUMAN
ENSP00000362784	OR5C1_HUMAN
ENSP00000372410	RNS13_HUMAN
ENSP00000460885	A0A0A6YYL4_HUMAN
ENSP00000261537	MIB1_HUMAN
ENSP00000379818	NMDE1_HUMAN
ENSP00000215812	S14L3_HUMAN
ENSP00000355890	SYEP_HUMAN
ENSP00000321203	TNIP2_HUMAN
ENSP00000480763	B7ZKJ3_HUMAN
ENSP00000245934	SYMPK_HUMAN
ENSP00000348054	COMD6_HUMAN
ENSP00000278198	LRC4C_HUMAN
ENSP00000255120	NASP_HUMAN
ENSP00000429073	NKAI3_HUMAN
ENSP00000359864	GPC4_HUMAN
ENSP00000362361	CDK9_HUMAN
ENSP00000354952	GAB2_HUMAN
ENSP00000328472	S1PR5_HUMAN
ENSP00000280020	K1328_HUMAN
ENSP00000254051	TENS4_HUMAN
ENSP00000304811	UD2B7_HUMAN
ENSP00000330221	SPSB1_HUMAN
ENSP00000377545	A0A499FIM1_HUMAN
ENSP00000269466	RNZ1_HUMAN
ENSP00000344219	SUSD4_HUMAN
ENSP00000472919	ERVV2_HUMAN
ENSP00000484928	CADH4_HUMAN
ENSP00000345629	M3K15_HUMAN
ENSP00000478024	CCL16_HUMAN
ENSP00000360200	INADL_HUMAN
ENSP00000323595	OR8H1_HUMAN
ENSP00000355492	CTSRE_HUMAN
ENSP00000342392	MESP2_HUMAN
ENSP00000261584	PALB2_HUMAN
ENSP00000269886	SH3G1_HUMAN
ENSP00000417132	BAP1_HUMAN
ENSP00000374280	RTF1_HUMAN
ENSP00000402790	TM235_HUMAN
ENSP00000284320	TOM70_HUMAN
ENSP00000445408	RABE1_HUMAN
ENSP00000404464	CCBE1_HUMAN
ENSP00000332353	PTC1_HUMAN
ENSP00000320236	TIM22_HUMAN
ENSP00000297689	NFIL3_HUMAN
ENSP00000295759	GLB1L_HUMAN
ENSP00000484176	CL18A_HUMAN
ENSP00000356150	MDM4_HUMAN
ENSP00000312734	RAB8B_HUMAN
ENSP00000305442	COG7_HUMAN
ENSP00000359594	CLCA4_HUMAN
ENSP00000357453	MA1A1_HUMAN
ENSP00000376943	B2L11_HUMAN
ENSP00000263369	MIA_HUMAN
ENSP00000276416	BIN3_HUMAN
ENSP00000367832	CCL7_HUMAN
ENSP00000029410	B4GT7_HUMAN
ENSP00000245983	GON2_HUMAN
ENSP00000445725	RN170_HUMAN
ENSP00000344820	KCNK7_HUMAN
ENSP00000380442	PA24F_HUMAN
ENSP00000337354	LICH_HUMAN
ENSP00000300151	RM16_HUMAN
ENSP00000356382	F13B_HUMAN
ENSP00000369531	UBQLN_HUMAN
ENSP00000379701	HNF4G_HUMAN
ENSP00000435355	CXB7_HUMAN
ENSP00000384823	FBX11_HUMAN
ENSP00000342793	PLD1_HUMAN
ENSP00000354728	NU4LM_HUMAN
ENSP00000471000	ZN616_HUMAN
ENSP00000355929	ANGE2_HUMAN
ENSP00000334267	CEI_HUMAN
ENSP00000340590	RTL4_HUMAN
ENSP00000336931	PNRC1_HUMAN
ENSP00000292363	RN126_HUMAN
ENSP00000376097	RMP_HUMAN
ENSP00000355996	G0S2_HUMAN
ENSP00000376397	CLM7_HUMAN
ENSP00000470441	RN225_HUMAN
ENSP00000356780	CC181_HUMAN
ENSP00000343027	GNAI1_HUMAN
ENSP00000417464	RRP1_HUMAN
ENSP00000373364	GOLM1_HUMAN
ENSP00000428982	CCNC_HUMAN
ENSP00000298386	RXFP2_HUMAN
ENSP00000299413	TRI44_HUMAN
ENSP00000261435	N4BP2_HUMAN
ENSP00000265440	TFEC_HUMAN
ENSP00000287474	FRRS1_HUMAN
ENSP00000333212	CP2U1_HUMAN
ENSP00000405289	A0A0A0MSW5_HUMAN
ENSP00000461295	I3L4J1_HUMAN
ENSP00000336887	S39A9_HUMAN
ENSP00000280245	CCD83_HUMAN
ENSP00000357842	TUFT1_HUMAN
ENSP00000330694	NSE3_HUMAN
ENSP00000382140	DRC3_HUMAN
ENSP00000329995	F186A_HUMAN
ENSP00000231061	SPRC_HUMAN
ENSP00000349560	RAB4B_HUMAN
ENSP00000335677	FOXK2_HUMAN
ENSP00000351113	FRYL_HUMAN
ENSP00000261893	LACTB_HUMAN
ENSP00000477716	ZNF8_HUMAN
ENSP00000400921	A0A0A0MSS3_HUMAN
ENSP00000321334	APOA_HUMAN
ENSP00000381386	DOPD_HUMAN
ENSP00000296102	RM33_HUMAN
ENSP00000453019	TM250_HUMAN
ENSP00000274368	CRHBP_HUMAN
ENSP00000442626	F5H7C1_HUMAN
ENSP00000234798	TRYG1_HUMAN
ENSP00000337854	HEXD_HUMAN
ENSP00000312021	FUT1_HUMAN
ENSP00000334501	DMRTC_HUMAN
ENSP00000358932	ABHGB_HUMAN
ENSP00000377784	X6R8D5_HUMAN
ENSP00000322088	O52E2_HUMAN
ENSP00000262428	COTL1_HUMAN
ENSP00000217402	CHM4B_HUMAN
ENSP00000401089	AN34C_HUMAN
ENSP00000346644	RPKL1_HUMAN
ENSP00000295454	GBRB1_HUMAN
ENSP00000300692	CD3D_HUMAN
ENSP00000435342	RTL1_HUMAN
ENSP00000378536	ZBT46_HUMAN
ENSP00000264501	K1109_HUMAN
ENSP00000262891	MARK4_HUMAN
ENSP00000410862	RUN3A_HUMAN
ENSP00000419446	ADAM9_HUMAN
ENSP00000395835	ITPI1_HUMAN
ENSP00000350102	TOR4A_HUMAN
ENSP00000439479	F5H269_HUMAN
ENSP00000353072	AT2A3_HUMAN
ENSP00000300452	COQ4_HUMAN
ENSP00000363207	AGAP5_HUMAN
ENSP00000359783	IFI44_HUMAN
ENSP00000298943	C1QL3_HUMAN
ENSP00000380286	CG050_HUMAN
ENSP00000485259	A0A096LNW5_HUMAN
ENSP00000260247	DCNL5_HUMAN
ENSP00000355577	S35F3_HUMAN
ENSP00000361554	TIE1_HUMAN
ENSP00000392371	ZSC30_HUMAN
ENSP00000480573	ADA2B_HUMAN
ENSP00000310205	NRIP3_HUMAN
ENSP00000343966	PSPC1_HUMAN
ENSP00000362464	CXB3_HUMAN
ENSP00000321506	OR4X1_HUMAN
ENSP00000362136	MANEL_HUMAN
ENSP00000310335	REP15_HUMAN
ENSP00000333948	AROS_HUMAN
ENSP00000386741	CHIN_HUMAN
ENSP00000450565	I11RA_HUMAN
ENSP00000374424	RHG08_HUMAN
ENSP00000225567	GOSR2_HUMAN
ENSP00000325589	PTCA_HUMAN
ENSP00000327168	PRR7_HUMAN
ENSP00000373565	FA83H_HUMAN
ENSP00000225728	MED31_HUMAN
ENSP00000295966	CC067_HUMAN
ENSP00000301039	PRCA1_HUMAN
ENSP00000217372	CK5P1_HUMAN
ENSP00000321997	LAR1B_HUMAN
ENSP00000251241	DHX40_HUMAN
ENSP00000400258	DLGP2_HUMAN
ENSP00000384363	GDPD3_HUMAN
ENSP00000360718	RAB3B_HUMAN
ENSP00000376390	RAB37_HUMAN
ENSP00000223398	CLIP2_HUMAN
ENSP00000306866	GBRAP_HUMAN
ENSP00000361400	SFPA2_HUMAN
ENSP00000248600	STYL1_HUMAN
ENSP00000412922	URM1_HUMAN
ENSP00000290271	STC1_HUMAN
ENSP00000438492	RB40C_HUMAN
ENSP00000262746	PRDX1_HUMAN
ENSP00000250559	RAP1B_HUMAN
ENSP00000354346	A0A0R4J2E8_HUMAN
ENSP00000358458	TET5C_HUMAN
ENSP00000485378	A0A096LP39_HUMAN
ENSP00000376623	CSH2_HUMAN
ENSP00000457386	SMIM1_HUMAN
ENSP00000264498	A0A0A0MQV6_HUMAN
ENSP00000385118	LARGN_HUMAN
ENSP00000393583	CP131_HUMAN
ENSP00000264775	PLPP1_HUMAN
ENSP00000379512	MGST1_HUMAN
ENSP00000334681	D107A_HUMAN
ENSP00000331983	CARL1_HUMAN
ENSP00000310149	CP2W1_HUMAN
ENSP00000363055	ZWINT_HUMAN
ENSP00000308022	TAD2B_HUMAN
ENSP00000479113	GBRG3_HUMAN
ENSP00000361608	MRP7_HUMAN
ENSP00000485108	UBFL1_HUMAN
ENSP00000435777	RS13_HUMAN
ENSP00000314500	GLT14_HUMAN
ENSP00000381003	TTC28_HUMAN
ENSP00000221138	PP2AB_HUMAN
ENSP00000418193	SPR2F_HUMAN
ENSP00000445786	F216B_HUMAN
ENSP00000348129	WDR88_HUMAN
ENSP00000348888	PIGR_HUMAN
ENSP00000281419	ASAP2_HUMAN
ENSP00000244869	EREG_HUMAN
ENSP00000290943	AN18B_HUMAN
ENSP00000379888	RS8_HUMAN
ENSP00000386559	CD8A_HUMAN
ENSP00000246105	DB129_HUMAN
ENSP00000465932	PRCD_HUMAN
ENSP00000467266	CX6B2_HUMAN
ENSP00000436881	DBX1_HUMAN
ENSP00000282572	CCNO_HUMAN
ENSP00000233331	IN80B_HUMAN
ENSP00000299178	V1AR_HUMAN
ENSP00000265362	SEM3A_HUMAN
ENSP00000013222	INMT_HUMAN
ENSP00000080059	HDAC7_HUMAN
ENSP00000399664	ZF69B_HUMAN
ENSP00000296785	ANRA2_HUMAN
ENSP00000344489	RN133_HUMAN
ENSP00000249442	MTX2_HUMAN
ENSP00000256594	GSTM3_HUMAN
ENSP00000254323	ZSWM4_HUMAN
ENSP00000348163	PLST_HUMAN
ENSP00000386531	NSMA3_HUMAN
ENSP00000289473	NCF1_HUMAN
ENSP00000360305	PDLI1_HUMAN
ENSP00000362841	NKAI1_HUMAN
ENSP00000364585	RCC2_HUMAN
ENSP00000331746	CALC_HUMAN
ENSP00000449089	DNM1L_HUMAN
ENSP00000353741	ERF1_HUMAN
ENSP00000302625	AXIN2_HUMAN
ENSP00000261681	MPP5_HUMAN
ENSP00000263629	IF2M_HUMAN
ENSP00000297661	UBAP1_HUMAN
ENSP00000053867	GRN_HUMAN
ENSP00000353512	PARP9_HUMAN
ENSP00000294904	RBMS1_HUMAN
ENSP00000298283	RL10L_HUMAN
ENSP00000291565	PDXK_HUMAN
ENSP00000316284	OR2Z1_HUMAN
ENSP00000363349	SNX30_HUMAN
ENSP00000382777	KR132_HUMAN
ENSP00000376246	M21D2_HUMAN
ENSP00000234296	ORC2_HUMAN
ENSP00000355675	CXG2_HUMAN
ENSP00000244241	IL17C_HUMAN
ENSP00000368503	CD046_HUMAN
ENSP00000354483	DUS27_HUMAN
ENSP00000371595	KRA56_HUMAN
ENSP00000352299	SLNL1_HUMAN
ENSP00000297540	PHAX_HUMAN
ENSP00000364430	SP5_HUMAN
ENSP00000455459	HYKK_HUMAN
ENSP00000254325	RFX1_HUMAN
ENSP00000338607	THEM6_HUMAN
ENSP00000369291	LETM2_HUMAN
ENSP00000448182	TBC15_HUMAN
ENSP00000316729	RHOJ_HUMAN
ENSP00000232564	GBB4_HUMAN
ENSP00000417418	DNJB8_HUMAN
ENSP00000410466	ZNF90_HUMAN
ENSP00000158762	ACAP1_HUMAN
ENSP00000482027	NR4A3_HUMAN
ENSP00000356410	GLRX2_HUMAN
ENSP00000234170	CEBPZ_HUMAN
ENSP00000216241	CHADL_HUMAN
ENSP00000386959	CAYP2_HUMAN
ENSP00000265562	PTN23_HUMAN
ENSP00000307241	ODPB_HUMAN
ENSP00000230671	SC6A7_HUMAN
ENSP00000369574	IFN21_HUMAN
ENSP00000433378	PCDA6_HUMAN
ENSP00000367638	ARG39_HUMAN
ENSP00000380530	DUS8_HUMAN
ENSP00000259053	CD302_HUMAN
ENSP00000300778	O51Q1_HUMAN
ENSP00000357778	LCE3E_HUMAN
ENSP00000359688	RPF1_HUMAN
ENSP00000354361	RFWD3_HUMAN
ENSP00000367459	K0319_HUMAN
ENSP00000264499	BBS7_HUMAN
ENSP00000301396	C9JFV4_HUMAN
ENSP00000484497	A0A087X1V8_HUMAN
ENSP00000361373	KLF17_HUMAN
ENSP00000406463	DNJC7_HUMAN
ENSP00000263686	LYAM3_HUMAN
ENSP00000352836	ZN675_HUMAN
ENSP00000044462	PSA4_HUMAN
ENSP00000303058	CE120_HUMAN
ENSP00000295824	EFHB_HUMAN
ENSP00000475814	H2A2A_HUMAN
ENSP00000225899	K1H2_HUMAN
ENSP00000383063	NRIP1_HUMAN
ENSP00000335292	OSTB_HUMAN
ENSP00000477213	APBB1_HUMAN
ENSP00000317439	CNPY1_HUMAN
ENSP00000337452	NIPA1_HUMAN
ENSP00000230053	B3GA2_HUMAN
ENSP00000381699	A0A0A0MS93_HUMAN
ENSP00000431284	LPXN_HUMAN
ENSP00000354553	GLMP_HUMAN
ENSP00000455854	TEX38_HUMAN
ENSP00000264866	TBC19_HUMAN
ENSP00000202625	TGM3L_HUMAN
ENSP00000357869	A0A0B4J1S8_HUMAN
ENSP00000362354	LPIN3_HUMAN
ENSP00000333769	BASI_HUMAN
ENSP00000296674	RS23_HUMAN
ENSP00000364126	APEX2_HUMAN
ENSP00000316338	BAIP2_HUMAN
ENSP00000351040	F217B_HUMAN
ENSP00000325612	MED16_HUMAN
ENSP00000365159	ISCA1_HUMAN
ENSP00000363520	NPAL3_HUMAN
ENSP00000341803	TC1D4_HUMAN
ENSP00000481593	HTD2_HUMAN
ENSP00000368876	TGRM2_HUMAN
ENSP00000367714	HES5_HUMAN
ENSP00000298552	TSC1_HUMAN
ENSP00000360916	VAV2_HUMAN
ENSP00000410815	B4E1Z4_HUMAN
ENSP00000361636	TNNC2_HUMAN
ENSP00000339389	OTU6A_HUMAN
ENSP00000334696	KR197_HUMAN
ENSP00000286719	PPE2_HUMAN
ENSP00000340982	SPAG8_HUMAN
ENSP00000424040	T2R50_HUMAN
ENSP00000301956	ACSM1_HUMAN
ENSP00000378368	FLOT2_HUMAN
ENSP00000340900	TGO1_HUMAN
ENSP00000481594	O56A5_HUMAN
ENSP00000448165	APAF_HUMAN
ENSP00000355261	SMG5_HUMAN
ENSP00000265371	NRP1_HUMAN
ENSP00000260947	BARD1_HUMAN
ENSP00000363268	TM273_HUMAN
ENSP00000265239	DRC9_HUMAN
ENSP00000380247	HRH1_HUMAN
ENSP00000342105	DYRK2_HUMAN
ENSP00000356641	COP1_HUMAN
ENSP00000411948	SAPC1_HUMAN
ENSP00000276943	IFNK_HUMAN
ENSP00000358730	TMIG3_HUMAN
ENSP00000300182	M4A6E_HUMAN
ENSP00000374265	GPX2_HUMAN
ENSP00000480150	HYOU1_HUMAN
ENSP00000262146	MTFR1_HUMAN
ENSP00000222823	NOD1_HUMAN
ENSP00000264954	GRPE1_HUMAN
ENSP00000478834	TEX28_HUMAN
ENSP00000356723	FMO4_HUMAN
ENSP00000216629	BKRB1_HUMAN
ENSP00000360991	CP4B1_HUMAN
ENSP00000370695	EXOC1_HUMAN
ENSP00000288502	TM268_HUMAN
ENSP00000430548	PTSS1_HUMAN
ENSP00000269503	CBLN2_HUMAN
ENSP00000218548	AT12A_HUMAN
ENSP00000353904	KC1G3_HUMAN
ENSP00000395983	S12A4_HUMAN
ENSP00000386538	TB10B_HUMAN
ENSP00000286548	GNAQ_HUMAN
ENSP00000262367	CBP_HUMAN
ENSP00000468280	K7ERJ3_HUMAN
ENSP00000232375	F264_HUMAN
ENSP00000453307	MEIS3_HUMAN
ENSP00000333633	MTA1_HUMAN
ENSP00000333184	O4F15_HUMAN
ENSP00000360269	TACD2_HUMAN
ENSP00000400880	U17LB_HUMAN
ENSP00000273398	VATA_HUMAN
ENSP00000334113	DHRSX_HUMAN
ENSP00000371689	CAD12_HUMAN
ENSP00000377140	CNGA3_HUMAN
ENSP00000414055	NRBP2_HUMAN
ENSP00000350377	MCTP2_HUMAN
ENSP00000343818	CK5P2_HUMAN
ENSP00000306129	DRD5_HUMAN
ENSP00000370522	ARSH_HUMAN
ENSP00000401508	PNCB_HUMAN
ENSP00000370297	CER1_HUMAN
ENSP00000312129	KCNG4_HUMAN
ENSP00000365899	VSX1_HUMAN
ENSP00000369500	SYAP1_HUMAN
ENSP00000262031	RBMS2_HUMAN
ENSP00000359206	FBW1A_HUMAN
ENSP00000418875	TSP50_HUMAN
ENSP00000298139	WRN_HUMAN
ENSP00000342924	MCPH1_HUMAN
ENSP00000264712	KIF3C_HUMAN
ENSP00000377075	RGL3_HUMAN
ENSP00000250615	SNAT_HUMAN
ENSP00000313881	MKRN3_HUMAN
ENSP00000368207	FHL17_HUMAN
ENSP00000268595	CKLF2_HUMAN
ENSP00000366617	CBWD1_HUMAN
ENSP00000454268	MNARL_HUMAN
ENSP00000469970	OPSG3_HUMAN
ENSP00000394751	ICEF1_HUMAN
ENSP00000287748	LYZL4_HUMAN
ENSP00000452277	OR4CD_HUMAN
ENSP00000300291	CPSF5_HUMAN
ENSP00000352208	MYOF_HUMAN
ENSP00000320886	MLXPL_HUMAN
ENSP00000263791	E2AK4_HUMAN
ENSP00000402460	CSTN2_HUMAN
ENSP00000314946	RPRM_HUMAN
ENSP00000296498	NETR_HUMAN
ENSP00000418428	CHC10_HUMAN
ENSP00000388169	ARPC4_HUMAN
ENSP00000358884	C56D1_HUMAN
ENSP00000360966	GTR6_HUMAN
ENSP00000355050	CTBL1_HUMAN
ENSP00000366819	UCHL3_HUMAN
ENSP00000357889	FA24A_HUMAN
ENSP00000302537	MDM1_HUMAN
ENSP00000325018	ZN569_HUMAN
ENSP00000431165	E9PMD0_HUMAN
ENSP00000217901	IDH3G_HUMAN
ENSP00000290429	FABD_HUMAN
ENSP00000225737	AKA10_HUMAN
ENSP00000266529	ZCRB1_HUMAN
ENSP00000358715	SORC3_HUMAN
ENSP00000327950	CS071_HUMAN
ENSP00000273064	CNOT9_HUMAN
ENSP00000369042	IPO7_HUMAN
ENSP00000350402	HHLA2_HUMAN
ENSP00000262958	GNA15_HUMAN
ENSP00000360124	PGM1_HUMAN
ENSP00000340465	S20A2_HUMAN
ENSP00000384490	CBX6_HUMAN
ENSP00000475924	PDIP2_HUMAN
ENSP00000428864	EST5A_HUMAN
ENSP00000358042	GATA_HUMAN
ENSP00000264231	POPD2_HUMAN
ENSP00000340568	COX8C_HUMAN
ENSP00000426909	RACK1_HUMAN
ENSP00000313171	ATAD5_HUMAN
ENSP00000358554	SPF27_HUMAN
ENSP00000370299	SHRM2_HUMAN
ENSP00000363826	FZD8_HUMAN
ENSP00000355991	T3JAM_HUMAN
ENSP00000379003	NUPR1_HUMAN
ENSP00000264956	EVC_HUMAN
ENSP00000463092	MSMB_HUMAN
ENSP00000297347	MED30_HUMAN
ENSP00000368007	TM240_HUMAN
ENSP00000397925	AT2C2_HUMAN
ENSP00000397679	ENDOU_HUMAN
ENSP00000331209	CK054_HUMAN
ENSP00000393889	OR5K2_HUMAN
ENSP00000223208	CEP41_HUMAN
ENSP00000336888	CTL2_HUMAN
ENSP00000272520	C1QL2_HUMAN
ENSP00000251645	K1H1_HUMAN
ENSP00000377696	NIT2_HUMAN
ENSP00000484945	A0A087X2F6_HUMAN
ENSP00000380602	CNTN4_HUMAN
ENSP00000313950	AURKB_HUMAN
ENSP00000383023	MYL5_HUMAN
ENSP00000434729	E9PNL3_HUMAN
ENSP00000268057	BBS4_HUMAN
ENSP00000264313	SLAI2_HUMAN
ENSP00000359034	FNDC7_HUMAN
ENSP00000295702	SSRB_HUMAN
ENSP00000335612	SPT21_HUMAN
ENSP00000216127	RHES_HUMAN
ENSP00000263800	LTK_HUMAN
ENSP00000353475	CLD7_HUMAN
ENSP00000290130	MS18A_HUMAN
ENSP00000334364	D106A_HUMAN
ENSP00000362222	STK40_HUMAN
ENSP00000385968	KCNS3_HUMAN
ENSP00000369299	TRI22_HUMAN
ENSP00000392270	STRAP_HUMAN
ENSP00000262461	S12A2_HUMAN
ENSP00000269980	ODBA_HUMAN
ENSP00000470746	ZN841_HUMAN
ENSP00000248633	PEX1_HUMAN
ENSP00000345785	FZD9_HUMAN
ENSP00000301318	ZFP28_HUMAN
ENSP00000381717	UB2D2_HUMAN
ENSP00000312554	DYH12_HUMAN
ENSP00000400223	FJX1_HUMAN
ENSP00000301740	SRRM2_HUMAN
ENSP00000369853	C2CD2_HUMAN
ENSP00000385036	TCL1A_HUMAN
ENSP00000337008	ZN644_HUMAN
ENSP00000384766	R10B2_HUMAN
ENSP00000384331	CEBOS_HUMAN
ENSP00000381703	DB113_HUMAN
ENSP00000407653	PRR22_HUMAN
ENSP00000334430	FAM9C_HUMAN
ENSP00000423159	GOG8O_HUMAN
ENSP00000233627	NDUS7_HUMAN
ENSP00000296597	NDUF2_HUMAN
ENSP00000451962	PRAF2_HUMAN
ENSP00000359378	TMG3_HUMAN
ENSP00000372005	TIM14_HUMAN
ENSP00000357057	CASQ1_HUMAN
ENSP00000262776	LG3BP_HUMAN
ENSP00000309515	PHYD1_HUMAN
ENSP00000396688	CO4A_HUMAN
ENSP00000481450	AMYP_HUMAN
ENSP00000266025	TM115_HUMAN
ENSP00000351333	RHG19_HUMAN
ENSP00000292140	PHLB3_HUMAN
ENSP00000262990	ZN330_HUMAN
ENSP00000442046	TMTC1_HUMAN
ENSP00000421544	PHS2_HUMAN
ENSP00000299663	CLC4E_HUMAN
ENSP00000267984	TLRN1_HUMAN
ENSP00000356959	NR1I3_HUMAN
ENSP00000330842	RGPD5_HUMAN
ENSP00000401706	O5H14_HUMAN
ENSP00000253008	PRD12_HUMAN
ENSP00000308270	OR5B3_HUMAN
ENSP00000357927	BNIPL_HUMAN
ENSP00000385035	C1S_HUMAN
ENSP00000337014	RGMC_HUMAN
ENSP00000228820	PAR11_HUMAN
ENSP00000262395	TRAF4_HUMAN
ENSP00000291906	PKN3_HUMAN
ENSP00000412461	RHG22_HUMAN
ENSP00000354718	AKP13_HUMAN
ENSP00000263726	LHX4_HUMAN
ENSP00000253861	EXOC4_HUMAN
ENSP00000221485	VGLU1_HUMAN
ENSP00000472619	ZNF83_HUMAN
ENSP00000341551	SMAD4_HUMAN
ENSP00000421131	F90AP_HUMAN
ENSP00000325822	C11B2_HUMAN
ENSP00000331544	FBLN1_HUMAN
ENSP00000371327	NKG2C_HUMAN
ENSP00000251303	SLX1_HUMAN
ENSP00000258526	PLXC1_HUMAN
ENSP00000257915	TFCP2_HUMAN
ENSP00000366582	INY2B_HUMAN
ENSP00000388864	ZN419_HUMAN
ENSP00000311825	CTBP2_HUMAN
ENSP00000260129	TGS1_HUMAN
ENSP00000414022	PERM1_HUMAN
ENSP00000396445	OSGI2_HUMAN
ENSP00000277540	DPH7_HUMAN
ENSP00000357660	CLRN3_HUMAN
ENSP00000324583	O2T12_HUMAN
ENSP00000306776	CC110_HUMAN
ENSP00000401303	SHC1_HUMAN
ENSP00000363836	CCNY_HUMAN
