From	To
9606.ENSP00000384906	SAA1_HUMAN
9606.ENSP00000308219	RGMB_HUMAN
9606.ENSP00000363193	MED12_HUMAN
9606.ENSP00000321388	ASB4_HUMAN
9606.ENSP00000306320	GON7_HUMAN
9606.ENSP00000355865	PRKN_HUMAN
9606.ENSP00000227471	UN93B_HUMAN
9606.ENSP00000263063	PAPD1_HUMAN
9606.ENSP00000256447	CD180_HUMAN
9606.ENSP00000363255	RGS3_HUMAN
9606.ENSP00000472802	ZN446_HUMAN
9606.ENSP00000362092	RRAGC_HUMAN
9606.ENSP00000217173	RNF37_HUMAN
9606.ENSP00000484715	SRCN1_HUMAN
9606.ENSP00000326858	NT5D1_HUMAN
9606.ENSP00000478220	GGNB2_HUMAN
9606.ENSP00000315870	ZN575_HUMAN
9606.ENSP00000323348	CBLL2_HUMAN
9606.ENSP00000262525	ZN629_HUMAN
9606.ENSP00000482968	ALMS1_HUMAN
9606.ENSP00000373772	BRE1A_HUMAN
9606.ENSP00000305556	PCBP1_HUMAN
9606.ENSP00000300026	PPIB_HUMAN
9606.ENSP00000270001	ZFP14_HUMAN
9606.ENSP00000350856	CH086_HUMAN
9606.ENSP00000331544	FBLN1_HUMAN
9606.ENSP00000420270	UHMK1_HUMAN
9606.ENSP00000364813	LSM2_HUMAN
9606.ENSP00000343635	MEAK7_HUMAN
9606.ENSP00000299575	ATMIN_HUMAN
9606.ENSP00000384748	TMM79_HUMAN
9606.ENSP00000362799	ACRC_HUMAN
9606.ENSP00000430886	GPBAR_HUMAN
9606.ENSP00000369349	KRT81_HUMAN
9606.ENSP00000388996	AP1M1_HUMAN
9606.ENSP00000381382	ITF2_HUMAN
9606.ENSP00000309096	B4GA1_HUMAN
9606.ENSP00000384766	R10B2_HUMAN
9606.ENSP00000317955	EEA1_HUMAN
9606.ENSP00000364361	M3K20_HUMAN
9606.ENSP00000323720	MED14_HUMAN
9606.ENSP00000353735	TOPRS_HUMAN
9606.ENSP00000479206	ELB3C_HUMAN
9606.ENSP00000284274	OTUL_HUMAN
9606.ENSP00000442973	DAPK3_HUMAN
9606.ENSP00000250244	AP1M2_HUMAN
9606.ENSP00000322640	S31E1_HUMAN
9606.ENSP00000382688	KDM5A_HUMAN
9606.ENSP00000437402	ENOG_HUMAN
9606.ENSP00000348234	ATTY_HUMAN
9606.ENSP00000435582	CBPC2_HUMAN
9606.ENSP00000292530	ZN333_HUMAN
9606.ENSP00000370801	MB3L4_HUMAN
9606.ENSP00000248342	EIF3K_HUMAN
9606.ENSP00000358407	ADA30_HUMAN
9606.ENSP00000352268	ADCL3_HUMAN
9606.ENSP00000261464	TRAF5_HUMAN
9606.ENSP00000349687	SAP3_HUMAN
9606.ENSP00000359204	PLPR4_HUMAN
9606.ENSP00000389015	SBK2_HUMAN
9606.ENSP00000307014	K2C73_HUMAN
9606.ENSP00000381273	CRBB2_HUMAN
9606.ENSP00000435234	ZSA5C_HUMAN
9606.ENSP00000318822	BID_HUMAN
9606.ENSP00000355471	TFB2M_HUMAN
9606.ENSP00000301712	UNKL_HUMAN
9606.ENSP00000227348	CRTAM_HUMAN
9606.ENSP00000483523	NOL4L_HUMAN
9606.ENSP00000310861	K22E_HUMAN
9606.ENSP00000318374	LENG8_HUMAN
9606.ENSP00000337733	KLK5_HUMAN
9606.ENSP00000229955	GPR63_HUMAN
9606.ENSP00000317272	MET_HUMAN
9606.ENSP00000298048	MELK_HUMAN
9606.ENSP00000441765	PTHR_HUMAN
9606.ENSP00000358718	CFA58_HUMAN
9606.ENSP00000265459	NRX2A_HUMAN
9606.ENSP00000328875	TRAK2_HUMAN
9606.ENSP00000421725	VTDB_HUMAN
9606.ENSP00000262241	RCOR1_HUMAN
9606.ENSP00000360492	NDUA1_HUMAN
9606.ENSP00000430684	IKKB_HUMAN
9606.ENSP00000303468	ZCHC4_HUMAN
9606.ENSP00000362746	GPR21_HUMAN
9606.ENSP00000478458	PLCL2_HUMAN
9606.ENSP00000402343	ZN469_HUMAN
9606.ENSP00000441381	MSLNL_HUMAN
9606.ENSP00000354707	O10Z1_HUMAN
9606.ENSP00000385706	PSG2_HUMAN
9606.ENSP00000257915	TFCP2_HUMAN
9606.ENSP00000219409	GDIR3_HUMAN
9606.ENSP00000284136	SEM3D_HUMAN
9606.ENSP00000078445	CR3L3_HUMAN
9606.ENSP00000430676	KCNK9_HUMAN
9606.ENSP00000323288	RUSD2_HUMAN
9606.ENSP00000290271	STC1_HUMAN
9606.ENSP00000323635	F210A_HUMAN
9606.ENSP00000311505	IQCB1_HUMAN
9606.ENSP00000428056	P85A_HUMAN
9606.ENSP00000435466	KIRR3_HUMAN
9606.ENSP00000473001	FCHO1_HUMAN
9606.ENSP00000448310	BEST2_HUMAN
9606.ENSP00000290866	ACE_HUMAN
9606.ENSP00000267291	R113B_HUMAN
9606.ENSP00000216487	RIN3_HUMAN
9606.ENSP00000440288	ABCB9_HUMAN
9606.ENSP00000358045	ECM1_HUMAN
9606.ENSP00000480467	A0A087WWS6_HUMAN
9606.ENSP00000359532	NTR1_HUMAN
9606.ENSP00000470082	DEDD2_HUMAN
9606.ENSP00000344115	CADH5_HUMAN
9606.ENSP00000401564	RANG_HUMAN
9606.ENSP00000263373	SPTN4_HUMAN
9606.ENSP00000288071	DD19B_HUMAN
9606.ENSP00000323071	ACOT4_HUMAN
9606.ENSP00000296280	F8W876_HUMAN
9606.ENSP00000481110	FA83D_HUMAN
9606.ENSP00000278559	CAN5_HUMAN
9606.ENSP00000316173	B3GN5_HUMAN
9606.ENSP00000233202	NRAM1_HUMAN
9606.ENSP00000296043	SHRM3_HUMAN
9606.ENSP00000332659	CCR4_HUMAN
9606.ENSP00000365227	AIF1_HUMAN
9606.ENSP00000222120	RAB3D_HUMAN
9606.ENSP00000287647	FACD2_HUMAN
9606.ENSP00000384363	GDPD3_HUMAN
9606.ENSP00000367227	TMM8B_HUMAN
9606.ENSP00000465932	PRCD_HUMAN
9606.ENSP00000319322	OR4KD_HUMAN
9606.ENSP00000204615	TPO_HUMAN
9606.ENSP00000359546	SPNXD_HUMAN
9606.ENSP00000312185	ELMO1_HUMAN
9606.ENSP00000250101	TXD17_HUMAN
9606.ENSP00000222792	CHIO_HUMAN
9606.ENSP00000378254	EMAL3_HUMAN
9606.ENSP00000330509	DEXI_HUMAN
9606.ENSP00000284142	ASB17_HUMAN
9606.ENSP00000370669	NAC3_HUMAN
9606.ENSP00000355566	TOM20_HUMAN
9606.ENSP00000348043	LRC20_HUMAN
9606.ENSP00000298573	DUS16_HUMAN
9606.ENSP00000302051	ECEL1_HUMAN
9606.ENSP00000365080	F155A_HUMAN
9606.ENSP00000384103	VTM2A_HUMAN
9606.ENSP00000354223	MPC1_HUMAN
9606.ENSP00000362115	I5P2_HUMAN
9606.ENSP00000300098	GP182_HUMAN
9606.ENSP00000334721	OR6P1_HUMAN
9606.ENSP00000315379	PRPF3_HUMAN
9606.ENSP00000244513	BT1A1_HUMAN
9606.ENSP00000237642	STBD1_HUMAN
9606.ENSP00000448811	O6C68_HUMAN
9606.ENSP00000356646	TENR_HUMAN
9606.ENSP00000253812	PCDG3_HUMAN
9606.ENSP00000308782	GPVI_HUMAN
9606.ENSP00000438748	SMG8_HUMAN
9606.ENSP00000354086	RM37_HUMAN
9606.ENSP00000381340	GGT5_HUMAN
9606.ENSP00000410759	AT7L1_HUMAN
9606.ENSP00000358571	HIPK1_HUMAN
9606.ENSP00000360316	DHC24_HUMAN
9606.ENSP00000345494	PLS1_HUMAN
9606.ENSP00000306637	RGPD8_HUMAN
9606.ENSP00000285116	SKA1_HUMAN
9606.ENSP00000275162	CLVS2_HUMAN
9606.ENSP00000299721	CPLX4_HUMAN
9606.ENSP00000263401	COMD9_HUMAN
9606.ENSP00000230048	ACO13_HUMAN
9606.ENSP00000254336	CS057_HUMAN
9606.ENSP00000344819	CKLF5_HUMAN
9606.ENSP00000357726	S10AC_HUMAN
9606.ENSP00000288135	KIT_HUMAN
9606.ENSP00000225577	KS6B1_HUMAN
9606.ENSP00000364965	SEBP2_HUMAN
9606.ENSP00000397394	CS025_HUMAN
9606.ENSP00000256544	KTBL1_HUMAN
9606.ENSP00000339356	KLRG2_HUMAN
9606.ENSP00000480527	A0A087WWV3_HUMAN
9606.ENSP00000414378	EFNA4_HUMAN
9606.ENSP00000326381	IF4A2_HUMAN
9606.ENSP00000388895	SPTA3_HUMAN
9606.ENSP00000297431	ORC5_HUMAN
9606.ENSP00000368931	CC112_HUMAN
9606.ENSP00000332886	FREM3_HUMAN
9606.ENSP00000381981	TTC3_HUMAN
9606.ENSP00000272542	S20A1_HUMAN
9606.ENSP00000345571	E2F1_HUMAN
9606.ENSP00000365042	CSK2B_HUMAN
9606.ENSP00000373450	SPAG1_HUMAN
9606.ENSP00000269202	MEP1B_HUMAN
9606.ENSP00000367756	UN13B_HUMAN
9606.ENSP00000319636	B3GN4_HUMAN
9606.ENSP00000378295	INCE_HUMAN
9606.ENSP00000264734	CLD16_HUMAN
9606.ENSP00000381795	CCD33_HUMAN
9606.ENSP00000221561	TLE5_HUMAN
9606.ENSP00000440915	MRPP3_HUMAN
9606.ENSP00000327054	LMNB2_HUMAN
9606.ENSP00000339566	H12_HUMAN
9606.ENSP00000399718	MBIP1_HUMAN
9606.ENSP00000256797	ERN2_HUMAN
9606.ENSP00000364694	ASPN_HUMAN
9606.ENSP00000307634	AGAP1_HUMAN
9606.ENSP00000357051	PEX19_HUMAN
9606.ENSP00000316228	CLC4M_HUMAN
9606.ENSP00000332103	LSMD1_HUMAN
9606.ENSP00000357288	LTOR2_HUMAN
9606.ENSP00000333900	OIT3_HUMAN
9606.ENSP00000413001	CBPC4_HUMAN
9606.ENSP00000473047	KLK11_HUMAN
9606.ENSP00000348349	MYO9A_HUMAN
9606.ENSP00000326604	LMBR1_HUMAN
9606.ENSP00000375238	KRA21_HUMAN
9606.ENSP00000326759	LRIG3_HUMAN
9606.ENSP00000216241	CHADL_HUMAN
9606.ENSP00000250448	FOXA1_HUMAN
9606.ENSP00000361202	IRS4_HUMAN
9606.ENSP00000306607	OR1L8_HUMAN
9606.ENSP00000343248	SBK1_HUMAN
9606.ENSP00000075503	STYK1_HUMAN
9606.ENSP00000421246	ZN131_HUMAN
9606.ENSP00000484237	PRAM7_HUMAN
9606.ENSP00000364382	PXL2C_HUMAN
9606.ENSP00000377601	HELLS_HUMAN
9606.ENSP00000342156	NCTR3_HUMAN
9606.ENSP00000272643	THS7B_HUMAN
9606.ENSP00000401115	S18L2_HUMAN
9606.ENSP00000329735	INKA1_HUMAN
9606.ENSP00000285381	CAH3_HUMAN
9606.ENSP00000357055	PEA15_HUMAN
9606.ENSP00000381072	SPB8_HUMAN
9606.ENSP00000297071	TRA2A_HUMAN
9606.ENSP00000394720	SEM4B_HUMAN
9606.ENSP00000420161	B4GT4_HUMAN
9606.ENSP00000311291	SO2A1_HUMAN
9606.ENSP00000359634	GOG7B_HUMAN
9606.ENSP00000360214	OPALI_HUMAN
9606.ENSP00000380933	CL074_HUMAN
9606.ENSP00000242315	PHF24_HUMAN
9606.ENSP00000330460	DDX59_HUMAN
9606.ENSP00000345359	PDXL2_HUMAN
9606.ENSP00000267415	TINF2_HUMAN
9606.ENSP00000484615	OBP2B_HUMAN
9606.ENSP00000383044	UBP25_HUMAN
9606.ENSP00000240123	VINEX_HUMAN
9606.ENSP00000380837	ERG7_HUMAN
9606.ENSP00000416799	SPAT2_HUMAN
9606.ENSP00000232564	GBB4_HUMAN
9606.ENSP00000357594	CAHM6_HUMAN
9606.ENSP00000323217	GOG8R_HUMAN
9606.ENSP00000315070	CXD4_HUMAN
9606.ENSP00000424827	NEDD4_HUMAN
9606.ENSP00000375133	U2AFL_HUMAN
9606.ENSP00000409315	RBM18_HUMAN
9606.ENSP00000366036	TBCD8_HUMAN
9606.ENSP00000366275	CNNM4_HUMAN
9606.ENSP00000292879	A0A1B0GW87_HUMAN
9606.ENSP00000311609	SPSB4_HUMAN
9606.ENSP00000477017	SMIM5_HUMAN
9606.ENSP00000424040	T2R50_HUMAN
9606.ENSP00000471516	ZN726_HUMAN
9606.ENSP00000379386	LDHB_HUMAN
9606.ENSP00000455434	RD3L_HUMAN
9606.ENSP00000296102	RM33_HUMAN
9606.ENSP00000442656	ACV1B_HUMAN
9606.ENSP00000470248	PRIC3_HUMAN
9606.ENSP00000349709	RAE1E_HUMAN
9606.ENSP00000429015	ANR46_HUMAN
9606.ENSP00000356489	EPM2A_HUMAN
9606.ENSP00000322617	5HT3C_HUMAN
9606.ENSP00000231461	SIA8D_HUMAN
9606.ENSP00000337688	SEC62_HUMAN
9606.ENSP00000273857	CORIN_HUMAN
9606.ENSP00000480279	USH1G_HUMAN
9606.ENSP00000295225	CSEN_HUMAN
9606.ENSP00000350369	MAFG_HUMAN
9606.ENSP00000378310	S39A8_HUMAN
9606.ENSP00000346537	SMOC2_HUMAN
9606.ENSP00000344989	DALD3_HUMAN
9606.ENSP00000443246	F5H5P2_HUMAN
9606.ENSP00000358696	PLXA3_HUMAN
9606.ENSP00000288235	MYO1E_HUMAN
9606.ENSP00000369689	CALL5_HUMAN
9606.ENSP00000348848	WIPI4_HUMAN
9606.ENSP00000156109	GPKOW_HUMAN
9606.ENSP00000344041	SNG4_HUMAN
9606.ENSP00000366630	FX4L4_HUMAN
9606.ENSP00000417769	IQUB_HUMAN
9606.ENSP00000218516	AGAL_HUMAN
9606.ENSP00000366945	S2551_HUMAN
9606.ENSP00000370849	IPIL2_HUMAN
9606.ENSP00000197268	F234B_HUMAN
9606.ENSP00000262879	RLGPB_HUMAN
9606.ENSP00000323304	LSME1_HUMAN
9606.ENSP00000370736	TM165_HUMAN
9606.ENSP00000355064	SHSA4_HUMAN
9606.ENSP00000463027	NCOA4_HUMAN
9606.ENSP00000229447	IYD1_HUMAN
9606.ENSP00000351100	WDR55_HUMAN
9606.ENSP00000328551	RAB28_HUMAN
9606.ENSP00000438399	IST1_HUMAN
9606.ENSP00000461749	CNEP1_HUMAN
9606.ENSP00000447651	MTEF2_HUMAN
9606.ENSP00000263576	DDX25_HUMAN
9606.ENSP00000296506	SCRG1_HUMAN
9606.ENSP00000368362	FABP9_HUMAN
9606.ENSP00000451263	M3K9_HUMAN
9606.ENSP00000264832	ICAM1_HUMAN
9606.ENSP00000373153	HACD2_HUMAN
9606.ENSP00000343619	HXA9_HUMAN
9606.ENSP00000262367	CBP_HUMAN
9606.ENSP00000300605	HDHD2_HUMAN
9606.ENSP00000233242	APOB_HUMAN
9606.ENSP00000480043	VEGFC_HUMAN
9606.ENSP00000258243	URB2_HUMAN
9606.ENSP00000393097	GBRA1_HUMAN
9606.ENSP00000350132	PPLA_HUMAN
9606.ENSP00000409171	PLXB2_HUMAN
9606.ENSP00000332062	SNX20_HUMAN
9606.ENSP00000215939	CRBB1_HUMAN
9606.ENSP00000434343	NB5R5_HUMAN
9606.ENSP00000386959	CAYP2_HUMAN
9606.ENSP00000314324	O10Q1_HUMAN
9606.ENSP00000484472	EPIPL_HUMAN
9606.ENSP00000264552	UBE2S_HUMAN
9606.ENSP00000388723	KBTBD_HUMAN
9606.ENSP00000364831	CLCKB_HUMAN
9606.ENSP00000361141	OPN4_HUMAN
9606.ENSP00000391806	E7ENX8_HUMAN
9606.ENSP00000381436	VGLL3_HUMAN
9606.ENSP00000176763	STK10_HUMAN
9606.ENSP00000272638	UBXN4_HUMAN
9606.ENSP00000254521	DHB7_HUMAN
9606.ENSP00000301263	LY6D_HUMAN
9606.ENSP00000403293	FBX43_HUMAN
9606.ENSP00000296518	GCYA1_HUMAN
9606.ENSP00000358400	MDN1_HUMAN
9606.ENSP00000361820	BHLH9_HUMAN
9606.ENSP00000321426	O52E4_HUMAN
9606.ENSP00000423309	H0Y980_HUMAN
9606.ENSP00000322898	COE1_HUMAN
9606.ENSP00000268933	EPN3_HUMAN
9606.ENSP00000316950	MYEF2_HUMAN
9606.ENSP00000393392	MYO1A_HUMAN
9606.ENSP00000353462	CASS4_HUMAN
9606.ENSP00000357392	EFNA1_HUMAN
9606.ENSP00000218224	PQBP1_HUMAN
9606.ENSP00000391211	PRS7_HUMAN
9606.ENSP00000274695	CDKAL_HUMAN
9606.ENSP00000227752	I10R1_HUMAN
9606.ENSP00000362255	TSPO2_HUMAN
9606.ENSP00000350409	UNC50_HUMAN
9606.ENSP00000363727	STAR8_HUMAN
9606.ENSP00000361769	RIMS3_HUMAN
9606.ENSP00000481109	PRAG1_HUMAN
9606.ENSP00000485053	Q71RC1_HUMAN
9606.ENSP00000308533	GEMI2_HUMAN
9606.ENSP00000244230	MPP10_HUMAN
9606.ENSP00000377311	FDX2_HUMAN
9606.ENSP00000389714	CTNA3_HUMAN
9606.ENSP00000401470	RAGP1_HUMAN
9606.ENSP00000361967	TBCC_HUMAN
9606.ENSP00000442699	HTSF1_HUMAN
9606.ENSP00000332613	OAF_HUMAN
9606.ENSP00000239690	NUDC1_HUMAN
9606.ENSP00000450962	EMX2_HUMAN
9606.ENSP00000333142	PLPL9_HUMAN
9606.ENSP00000367965	SWAHA_HUMAN
9606.ENSP00000341021	NANO2_HUMAN
9606.ENSP00000322716	GLYR1_HUMAN
9606.ENSP00000354691	FCRL5_HUMAN
9606.ENSP00000359594	CLCA4_HUMAN
9606.ENSP00000363985	MTMR8_HUMAN
9606.ENSP00000383737	M9MMK7_HUMAN
9606.ENSP00000306095	O10H2_HUMAN
9606.ENSP00000194214	IFT25_HUMAN
9606.ENSP00000252999	LAMA5_HUMAN
9606.ENSP00000268489	ZFHX3_HUMAN
9606.ENSP00000222968	HAP28_HUMAN
9606.ENSP00000373586	MB214_HUMAN
9606.ENSP00000311121	PSMA8_HUMAN
9606.ENSP00000330898	RPB1B_HUMAN
9606.ENSP00000375220	CTGE2_HUMAN
9606.ENSP00000450731	VTI1B_HUMAN
9606.ENSP00000340494	ZN395_HUMAN
9606.ENSP00000342007	CP1A2_HUMAN
9606.ENSP00000434359	PUF60_HUMAN
9606.ENSP00000239938	EGR1_HUMAN
9606.ENSP00000358807	ALX3_HUMAN
9606.ENSP00000343062	OR2T2_HUMAN
9606.ENSP00000385334	MD1L1_HUMAN
9606.ENSP00000411032	ZN284_HUMAN
9606.ENSP00000274093	GLRA3_HUMAN
9606.ENSP00000266719	KERA_HUMAN
9606.ENSP00000355649	SPHAR_HUMAN
9606.ENSP00000387617	SMCO2_HUMAN
9606.ENSP00000347802	ANR35_HUMAN
9606.ENSP00000419786	RTL9_HUMAN
9606.ENSP00000411439	PATE4_HUMAN
9606.ENSP00000344828	ZN678_HUMAN
9606.ENSP00000326159	KLK4_HUMAN
9606.ENSP00000416707	XKR6_HUMAN
9606.ENSP00000427888	HS3S5_HUMAN
9606.ENSP00000343158	E41L3_HUMAN
9606.ENSP00000367891	LEG7_HUMAN
9606.ENSP00000326627	ASIC4_HUMAN
9606.ENSP00000463013	OAZ2_HUMAN
9606.ENSP00000290277	ARAF_HUMAN
9606.ENSP00000450456	RAX2_HUMAN
9606.ENSP00000406162	ANM1_HUMAN
9606.ENSP00000364270	XPA_HUMAN
9606.ENSP00000385527	MFS2B_HUMAN
9606.ENSP00000257836	TMG4_HUMAN
9606.ENSP00000367991	SEPT8_HUMAN
9606.ENSP00000412927	HLAG_HUMAN
9606.ENSP00000448219	T2R38_HUMAN
9606.ENSP00000262415	DHX8_HUMAN
9606.ENSP00000484713	WASC4_HUMAN
9606.ENSP00000304236	CD14_HUMAN
9606.ENSP00000483872	TSN33_HUMAN
9606.ENSP00000364964	G6B_HUMAN
9606.ENSP00000474388	CTGE6_HUMAN
9606.ENSP00000329548	TARG1_HUMAN
9606.ENSP00000297203	TEX47_HUMAN
9606.ENSP00000358512	MB213_HUMAN
9606.ENSP00000375067	BCAS3_HUMAN
9606.ENSP00000323670	ZBT7A_HUMAN
9606.ENSP00000312702	DB114_HUMAN
9606.ENSP00000470788	I12R1_HUMAN
9606.ENSP00000274498	RHG26_HUMAN
9606.ENSP00000469836	M17L2_HUMAN
9606.ENSP00000370555	GLYG2_HUMAN
9606.ENSP00000317564	EID2B_HUMAN
9606.ENSP00000473036	PNM8B_HUMAN
9606.ENSP00000239666	PDZ11_HUMAN
9606.ENSP00000302657	ABH15_HUMAN
9606.ENSP00000410470	FAH2B_HUMAN
9606.ENSP00000356272	RMND1_HUMAN
9606.ENSP00000324648	CP2B6_HUMAN
9606.ENSP00000455469	CXE1_HUMAN
9606.ENSP00000311962	GGA2_HUMAN
9606.ENSP00000263708	PTN4_HUMAN
9606.ENSP00000258457	ASHWN_HUMAN
9606.ENSP00000485514	PCD23_HUMAN
9606.ENSP00000316482	KCD14_HUMAN
9606.ENSP00000345163	O51F1_HUMAN
9606.ENSP00000404127	ZN709_HUMAN
9606.ENSP00000481878	GBB1_HUMAN
9606.ENSP00000480132	NCAM1_HUMAN
9606.ENSP00000307697	ACOX2_HUMAN
9606.ENSP00000367623	HSP7E_HUMAN
9606.ENSP00000248121	SNG3_HUMAN
9606.ENSP00000446680	HXC11_HUMAN
9606.ENSP00000316955	OR7A5_HUMAN
9606.ENSP00000377582	KR412_HUMAN
9606.ENSP00000354826	CALD1_HUMAN
9606.ENSP00000393987	TAFA2_HUMAN
9606.ENSP00000391950	AN36A_HUMAN
9606.ENSP00000458663	CIC_HUMAN
9606.ENSP00000462799	TBC29_HUMAN
9606.ENSP00000402338	RPF2_HUMAN
9606.ENSP00000345785	FZD9_HUMAN
9606.ENSP00000346012	R4GN19_HUMAN
9606.ENSP00000231498	NU155_HUMAN
9606.ENSP00000268129	ABHD2_HUMAN
9606.ENSP00000361245	HECD3_HUMAN
9606.ENSP00000297283	PGAM2_HUMAN
9606.ENSP00000341885	RS2_HUMAN
9606.ENSP00000335281	D105A_HUMAN
9606.ENSP00000262160	SMAD2_HUMAN
9606.ENSP00000411532	TOP2A_HUMAN
9606.ENSP00000318131	PNM8A_HUMAN
9606.ENSP00000469582	ZN729_HUMAN
9606.ENSP00000356150	MDM4_HUMAN
9606.ENSP00000349689	ZDHC9_HUMAN
9606.ENSP00000438204	TOM5_HUMAN
9606.ENSP00000265140	SLF1_HUMAN
9606.ENSP00000261070	COX17_HUMAN
9606.ENSP00000258770	FAKD4_HUMAN
9606.ENSP00000370800	MB3L2_HUMAN
9606.ENSP00000363191	ROMO1_HUMAN
9606.ENSP00000361603	CA050_HUMAN
9606.ENSP00000295688	TCPG_HUMAN
9606.ENSP00000377958	TCPD_HUMAN
9606.ENSP00000296870	IL3_HUMAN
9606.ENSP00000316032	NUP98_HUMAN
9606.ENSP00000452037	DNAL1_HUMAN
9606.ENSP00000308275	RM38_HUMAN
9606.ENSP00000263857	RPA1_HUMAN
9606.ENSP00000414922	UBP41_HUMAN
9606.ENSP00000382670	GRCR1_HUMAN
9606.ENSP00000263238	ARP3_HUMAN
9606.ENSP00000332049	CD86_HUMAN
9606.ENSP00000292303	CCR5_HUMAN
9606.ENSP00000391594	ENR1_HUMAN
9606.ENSP00000420213	FLNB_HUMAN
9606.ENSP00000262958	GNA15_HUMAN
9606.ENSP00000360532	CDC5L_HUMAN
9606.ENSP00000357691	S10AE_HUMAN
9606.ENSP00000363018	RL10A_HUMAN
9606.ENSP00000377033	AT5G1_HUMAN
9606.ENSP00000478878	CPNE4_HUMAN
9606.ENSP00000305899	KMT5B_HUMAN
9606.ENSP00000262809	ELL_HUMAN
9606.ENSP00000215794	UBP18_HUMAN
9606.ENSP00000314776	MBLC2_HUMAN
9606.ENSP00000262178	VIPR2_HUMAN
9606.ENSP00000358753	PIFO_HUMAN
9606.ENSP00000384593	GARE2_HUMAN
9606.ENSP00000362748	TET1_HUMAN
9606.ENSP00000323816	AHRR_HUMAN
9606.ENSP00000302324	ECP_HUMAN
9606.ENSP00000221992	CEAM5_HUMAN
9606.ENSP00000341610	NMES1_HUMAN
9606.ENSP00000484852	ZN283_HUMAN
9606.ENSP00000360944	STIL_HUMAN
9606.ENSP00000264059	EFHD1_HUMAN
9606.ENSP00000357052	V9GY54_HUMAN
9606.ENSP00000340841	ZN621_HUMAN
9606.ENSP00000246006	C1QR1_HUMAN
9606.ENSP00000325941	RIC8A_HUMAN
9606.ENSP00000391826	IGF2_HUMAN
9606.ENSP00000364114	DRB5_HUMAN
9606.ENSP00000258105	RM53_HUMAN
9606.ENSP00000306866	GBRAP_HUMAN
9606.ENSP00000482396	ALG9_HUMAN
9606.ENSP00000318641	INT3_HUMAN
9606.ENSP00000305011	OR4KE_HUMAN
9606.ENSP00000484497	OVCH2_HUMAN
9606.ENSP00000267859	BNIP2_HUMAN
9606.ENSP00000301466	SOAT2_HUMAN
9606.ENSP00000366557	CRNL1_HUMAN
9606.ENSP00000387164	CPVL_HUMAN
9606.ENSP00000403323	RHG27_HUMAN
9606.ENSP00000262027	SYMC_HUMAN
9606.ENSP00000473383	FBLL1_HUMAN
9606.ENSP00000373331	RUSD3_HUMAN
9606.ENSP00000387380	NECA1_HUMAN
9606.ENSP00000283646	RPIA_HUMAN
9606.ENSP00000475521	OR2T7_HUMAN
9606.ENSP00000333203	IPSP_HUMAN
9606.ENSP00000424566	S35A4_HUMAN
9606.ENSP00000381857	MROH6_HUMAN
9606.ENSP00000222718	HXA2_HUMAN
9606.ENSP00000296955	DCBD1_HUMAN
9606.ENSP00000239144	HXB8_HUMAN
9606.ENSP00000295148	WDCP_HUMAN
9606.ENSP00000465894	MPPE1_HUMAN
9606.ENSP00000228434	CD69_HUMAN
9606.ENSP00000465638	TM100_HUMAN
9606.ENSP00000402033	PDZD2_HUMAN
9606.ENSP00000362103	PO3F1_HUMAN
9606.ENSP00000471730	PP5D1_HUMAN
9606.ENSP00000272430	RTKN_HUMAN
9606.ENSP00000303192	RGL1_HUMAN
9606.ENSP00000394168	SO1B7_HUMAN
9606.ENSP00000380008	LT4R1_HUMAN
9606.ENSP00000290200	I10R2_HUMAN
9606.ENSP00000353868	PED1A_HUMAN
9606.ENSP00000436318	CCS_HUMAN
9606.ENSP00000468025	TM101_HUMAN
9606.ENSP00000409000	IFNL3_HUMAN
9606.ENSP00000428338	SPSB2_HUMAN
9606.ENSP00000334287	KR212_HUMAN
9606.ENSP00000243189	RSRP1_HUMAN
9606.ENSP00000368030	ATD3A_HUMAN
9606.ENSP00000356310	ULBP6_HUMAN
9606.ENSP00000421842	APC13_HUMAN
9606.ENSP00000382957	Z705D_HUMAN
9606.ENSP00000339179	TSSK4_HUMAN
9606.ENSP00000249041	GALR3_HUMAN
9606.ENSP00000352527	KCNK5_HUMAN
9606.ENSP00000283268	FEZF2_HUMAN
9606.ENSP00000284885	ENTK_HUMAN
9606.ENSP00000281722	RBM46_HUMAN
9606.ENSP00000367196	GAPR1_HUMAN
9606.ENSP00000312706	DRC2_HUMAN
9606.ENSP00000356951	FLTOP_HUMAN
9606.ENSP00000364885	ZBT17_HUMAN
9606.ENSP00000380256	CCNF_HUMAN
9606.ENSP00000361562	PPGB_HUMAN
9606.ENSP00000323714	I4E1B_HUMAN
9606.ENSP00000262457	INVS_HUMAN
9606.ENSP00000300574	CRK_HUMAN
9606.ENSP00000361083	ADIRF_HUMAN
9606.ENSP00000349076	ATN1_HUMAN
9606.ENSP00000349877	AT131_HUMAN
9606.ENSP00000379133	MTNB_HUMAN
9606.ENSP00000252677	BMP15_HUMAN
9606.ENSP00000357465	TDR10_HUMAN
9606.ENSP00000437940	CD19_HUMAN
9606.ENSP00000477868	TOX4_HUMAN
9606.ENSP00000420659	KLH29_HUMAN
9606.ENSP00000231134	PCDB5_HUMAN
9606.ENSP00000379065	TRPS1_HUMAN
9606.ENSP00000358391	FCGRB_HUMAN
9606.ENSP00000361982	TRUB2_HUMAN
9606.ENSP00000322421	HBA_HUMAN
9606.ENSP00000354649	MAGT1_HUMAN
